,0,1,2,3,4,5,6,7,8,9,10
2072,80,54,87,1868,1987,1064,2036,268,1110,1189,668
2073,84,51,85,4854,16059,2543,2557,3000,2507,1323,708
2074,84,51,85,4854,16059,2543,2557,3000,2507,1323,708
2075,84,51,83,3137,3601,769,458,434,1726,1438,846
2076,84,51,89,3137,3601,769,458,434,1726,1438,846
2077,84,51,113,2604,1918,519,1610,1303,2016,3472,898
2078,84,51,-151,2604,1918,519,1610,1303,2016,3472,898
2079,70,26,114,166809,65424,1968,3503,1860,3106,1601,1340
2080,70,26,486,166809,65424,1968,3503,1860,3106,1601,1340
2081,64,26,97,21675,30884,3793,3396,1526,1839,740,602
2082,64,26,98,21675,30884,3793,3396,1526,1839,740,602
2083,66,27,49,6031,3038,1171,1114,2391,2379,1083,1126
2084,66,27,99,6031,3038,1171,1114,2391,2379,1083,1126
2085,60,34,82,2418,2920,1688,2092,1302,1265,1192,362
2086,60,34,140,2418,2920,1688,2092,1302,1265,1192,362
2087,74,56,90,52591,1758,541,3426,2354,1454,2943,569
2088,74,56,92,52591,1758,541,3426,2354,1454,2943,569
2089,94,57,44,27263,10485,3389,6373,5882,16726,6249,5479
2090,94,57,176,27263,10485,3389,6373,5882,16726,6249,5479
2091,90,61,122,1254282,13591,3597,5378,7033,4742,6768,4939
2092,90,61,124,1254282,13591,3597,5378,7033,4742,6768,4939
2093,100,47,83,3480,2286,487,466,982,2800,4246,1132
2094,100,47,404,3480,2286,487,466,982,2800,4246,1132
2095,90,48,91,56072,14203,12123,3351,1226,1618,999,1580
2096,90,48,71,56072,14203,12123,3351,1226,1618,999,1580
2097,80,51,49,15940,3917,1147,1421,1648,1902,1018,694
2098,80,51,65,15940,3917,1147,1421,1648,1902,1018,694
2099,84,43,108,4409,4347,1238,358,3417,2203,1556,1486
2100,84,43,58,4409,4347,1238,358,3417,2203,1556,1486
2101,81,53,44,1223,2096,726,1856,1532,2293,2221,1409
2102,81,53,107,1223,2096,726,1856,1532,2293,2221,1409
2103,88,48,45,385645,54457,18861,20602,13269,13182,5117,4710
2104,88,48,58,385645,54457,18861,20602,13269,13182,5117,4710
2105,91,47,92,3283,3645,910,1452,1620,2492,3086,2312
2106,91,47,60,3283,3645,910,1452,1620,2492,3086,2312
2107,93,47,98,2928,3038,600,545,1712,2337,2466,2149
2108,93,47,75,2928,3038,600,545,1712,2337,2466,2149
2109,93,47,-6,2238,3736,1507,2735,1259,3633,4180,2021
2110,93,47,83,2238,3736,1507,2735,1259,3633,4180,2021
2111,100,50,2,16144,2446,1947,2927,1268,3852,3592,6598
2112,100,50,54,16144,2446,1947,2927,1268,3852,3592,6598
2113,100,44,228,763,2601,772,322,747,2861,5128,3655
2114,100,44,99,763,2601,772,322,747,2861,5128,3655
2115,100,56,91,53430,761,677,490,896,487,815,1374
2116,100,56,83,53430,761,677,490,896,487,815,1374
2117,100,53,72,3747,2550,1378,1964,4434,2834,2422,1408
2118,100,53,10,3747,2550,1378,1964,4434,2834,2422,1408
2119,97,43,89,1727,5547,1892,604,1529,2173,3695,950
2120,97,43,28,1727,5547,1892,604,1529,2173,3695,950
2121,100,50,49,3112,999,2299,628,2498,4356,3759,1643
2122,100,50,99,3112,999,2299,628,2498,4356,3759,1643
2123,100,47,23,2403,3278,1058,2013,1217,2902,1471,835
2124,100,47,83,2403,3278,1058,2013,1217,2902,1471,835
2125,100,51,72,5507,3458,4170,1702,3383,2554,1848,1489
2126,100,51,112,5507,3458,4170,1702,3383,2554,1848,1489
2127,96,53,122,4337,4008,1462,563,2116,998,4441,1573
2128,96,53,112,4337,4008,1462,563,2116,998,4441,1573
2129,80,43,181,23403,18237,1273,1443,2803,2598,3685,2398
2130,64,37,163,506993,233891,30177,28434,11177,17645,17281,3441
2131,64,37,70,506993,233891,30177,28434,11177,17645,17281,3441
2132,70,38,88,8752,1721,822,3660,1143,3477,2200,2055
2133,70,38,34,8752,1721,822,3660,1143,3477,2200,2055
2134,69,51,59,2859,4060,2302,5977,2102,1974,2674,842
2135,69,51,66,2859,4060,2302,5977,2102,1974,2674,842
2136,77,69,50,3529,1924,2459,2569,2415,2128,4136,1988
2137,77,69,5,3529,1924,2459,2569,2415,2128,4136,1988
2138,75,70,217,57395,13910,2920,1530,1204,805,471,598
2139,75,70,131,57395,13910,2920,1530,1204,805,471,598
2140,56,54,91,53878,31875,589,3666,2821,1990,2689,1913
2141,56,54,65,53878,31875,589,3666,2821,1990,2689,1913
2142,60,50,145,14974,4304,2722,2749,1568,2435,1916,1346
2143,60,50,-221,14974,4304,2722,2749,1568,2435,1916,1346
2144,40,24,89,84663,90884,4065,1776,4383,2178,2376,732
2145,40,24,75,84663,90884,4065,1776,4383,2178,2376,732
2146,51,38,45,2207,2418,2072,2623,1179,1272,2280,1281
2147,51,38,54,2207,2418,2072,2623,1179,1272,2280,1281
2148,66,53,37,702,2234,351,3269,1501,2434,1849,978
2149,66,53,172,702,2234,351,3269,1501,2434,1849,978
2150,54,47,99,28682,8513,1118,1972,643,630,338,217
2151,54,47,82,28682,8513,1118,1972,643,630,338,217
2152,77,69,58,2877,2655,1722,1935,233,2315,2121,1276
2153,77,69,148,2877,2655,1722,1935,233,2315,2121,1276
2154,78,60,108,1558,6642,3107,649,877,2780,1717,1697
2155,78,60,70,1558,6642,3107,649,877,2780,1717,1697
2156,74,56,188,14365,11371,1496,5411,1660,3397,3363,1573
2157,74,56,73,14365,11371,1496,5411,1660,3397,3363,1573
2158,69,48,57,2582338,415189,33577,24253,16838,17728,8077,5098
2159,69,48,82,2582338,415189,33577,24253,16838,17728,8077,5098
2160,64,47,74,1461,6984,3543,3409,1855,2955,2336,466
2161,64,47,38,1461,6984,3543,3409,1855,2955,2336,466
2162,70,48,90,1558,1724,172,2252,1879,2477,1153,600
2163,70,48,98,1558,1724,172,2252,1879,2477,1153,600
2164,83,43,68,5324,1844,508,1479,2321,3525,2261,1636
2165,83,43,56,5324,1844,508,1479,2321,3525,2261,1636
2166,100,48,59,2727,1146,471,568,1857,1990,2061,867
2167,100,48,59,2727,1146,471,568,1857,1990,2061,867
2168,100,54,115,5864,2004,2760,3082,2159,1269,1016,1883
2169,100,54,103,5864,2004,2760,3082,2159,1269,1016,1883
2170,87,54,68,78943,12349,5591,1069,1918,928,759,375
2171,87,54,25,78943,12349,5591,1069,1918,928,759,375
2172,90,53,16,208,2171,964,996,425,6926,1606,1094
2173,90,53,97,208,2171,964,996,425,6926,1606,1094
2174,87,51,43,1317,2144,351,875,1563,2527,2350,1820
2175,87,51,104,1317,2144,351,875,1563,2527,2350,1820
2176,94,48,83,1108,1272,2540,3954,3116,4458,1428,1989
2177,94,48,57,1108,1272,2540,3954,3116,4458,1428,1989
2178,100,43,66,856,3268,801,896,1198,1969,1935,1035
2179,100,43,45,856,3268,801,896,1198,1969,1935,1035
2180,100,50,106,576,1452,1070,1764,1733,3283,5103,1080
2181,100,50,121,576,1452,1070,1764,1733,3283,5103,1080
2182,87,54,33,141121,66825,17953,6095,4507,5728,2307,779
2183,87,54,24,141121,66825,17953,6095,4507,5728,2307,779
2184,87,48,89,1894,2540,1225,1084,1506,2708,1306,1408
2185,87,48,56,1894,2540,1225,1084,1506,2708,1306,1408
2186,83,57,89,4522,1123,2285,2418,3009,1706,2728,540
2187,83,57,80,4522,1123,2285,2418,3009,1706,2728,540
2188,70,57,104,630,4320,1752,1462,1470,1029,1158,924
2189,70,57,37,630,4320,1752,1462,1470,1029,1158,924
2190,70,57,84,630,4320,1752,1462,1470,1029,1158,924
2191,93,47,74,1570,4202,165,1608,1399,2303,2117,1308
2192,93,47,11,1570,4202,165,1608,1399,2303,2117,1308
2193,97,40,66,139,1955,1001,1569,1893,2967,2901,1108
2194,97,40,-382,139,1955,1001,1569,1893,2967,2901,1108
2195,94,35,66,99984,34200,8828,3304,2207,5416,2087,503
2196,94,35,49,99984,34200,8828,3304,2207,5416,2087,503
2197,83,43,124,2391,5417,2142,1297,408,3122,2462,2120
2198,83,43,24,2391,5417,2142,1297,408,3122,2462,2120
2199,75,57,86,6748,2822,3298,2266,1615,1006,1262,1414
2200,75,57,118,6748,2822,3298,2266,1615,1006,1262,1414
2201,75,51,64,7691,2520,1068,454,1756,3047,2301,2038
2202,75,51,-312,7691,2520,1068,454,1756,3047,2301,2038
2203,70,50,101,55450,32356,7116,1763,2924,2820,1000,1059
2204,70,50,70,55450,32356,7116,1763,2924,2820,1000,1059
2205,74,54,136,1676,626,1162,1083,1728,1360,2030,1344
2206,74,54,155,1676,626,1162,1083,1728,1360,2030,1344
2207,67,38,87,57265,13584,2442,474,479,1027,229,294
2208,67,38,41,57265,13584,2442,474,479,1027,229,294
2209,64,50,72,2071,1891,1900,1510,1499,2055,1414,1740
2210,64,50,54,2071,1891,1900,1510,1499,2055,1414,1740
2211,84,41,-164,2169,1326,320,162,2403,1874,1457,802
2212,84,41,155,2169,1326,320,162,2403,1874,1457,802
2213,64,26,76,46502,72174,7323,1414,4206,2447,2093,1677
2214,64,26,40,46502,72174,7323,1414,4206,2447,2093,1677
2215,78,40,72,3929,2652,2993,2295,839,3129,1136,1400
2216,78,40,13,3929,2652,2993,2295,839,3129,1136,1400
2217,74,43,61,5094,3890,962,7223,3366,2137,726,812
2218,74,43,73,5094,3890,962,7223,3366,2137,726,812
2219,61,56,49,687,2497,1874,4958,12716,1921,1405,380
2220,61,56,57,687,2497,1874,4958,12716,1921,1405,380
2221,63,63,48,417992,51449,9676,3729,2495,3067,872,550
2222,63,63,10,417992,51449,9676,3729,2495,3067,872,550
2223,63,51,70,21199,12572,3074,1971,1417,5952,831,1437
2224,63,51,120,21199,12572,3074,1971,1417,5952,831,1437
2225,60,44,568,28357,32319,13862,2816,2717,5932,1055,836
2226,60,44,185,28357,32319,13862,2816,2717,5932,1055,836
2227,48,43,55,65682,68864,17634,5256,4423,3850,2522,1940
2228,48,43,51,65682,68864,17634,5256,4423,3850,2522,1940
2229,69,35,91,1118,1846,51,699,1826,2502,1636,2810
2230,69,35,144,1118,1846,51,699,1826,2502,1636,2810
2231,61,41,72,23561,23035,6254,8329,1757,3924,1616,2719
2232,61,41,96,23561,23035,6254,8329,1757,3924,1616,2719
2233,64,44,81,19879,3760,823,2285,518,1159,2289,1781
2234,64,44,84,19879,3760,823,2285,518,1159,2289,1781
2235,80,50,59,1673,1636,1232,918,1802,1485,1680,725
2236,80,50,89,1673,1636,1232,918,1802,1485,1680,725
2237,64,57,55,2209,6713,1353,1445,1371,1104,2181,1567
2238,64,57,4,2209,6713,1353,1445,1371,1104,2181,1567
2239,75,43,128,42227,7878,653,557,853,3398,1003,1067
2240,81,40,89,5900,1887,580,1981,2478,2067,844,1336
2241,81,40,68,5900,1887,580,1981,2478,2067,844,1336
2242,78,30,100,1517,4223,196,1467,2135,1375,973,1146
2243,78,30,166,1517,4223,196,1467,2135,1375,973,1146
2244,69,20,71,123262,91906,2581,6316,4884,3595,2875,596
2245,69,20,70,123262,91906,2581,6316,4884,3595,2875,596
2246,67,34,80,7081,7297,2089,1836,724,2958,2343,1825
2247,67,34,96,7081,7297,2089,1836,724,2958,2343,1825
2248,64,23,65,3144,9197,1744,944,2915,3980,2763,1499
2249,64,23,44,3144,9197,1744,944,2915,3980,2763,1499
2250,63,35,61,9295,3026,2469,1040,1306,1053,1787,1137
2251,63,35,67,9295,3026,2469,1040,1306,1053,1787,1137
2252,81,53,56,2074,1781,2393,1000,1289,2623,1697,1575
2253,81,53,16,2074,1781,2393,1000,1289,2623,1697,1575
2254,87,51,88,5097,4653,309,3334,3147,4861,1316,1148
2255,87,51,-44,5097,4653,309,3334,3147,4861,1316,1148
2256,69,56,87,100065,11457,2627,1126,1377,514,456,507
2257,69,56,114,100065,11457,2627,1126,1377,514,456,507
2258,80,51,36,3828,2663,2905,639,1195,4404,3095,1411
2259,80,51,146,3828,2663,2905,639,1195,4404,3095,1411
2260,75,51,80,4172,2885,4748,951,3971,1801,1721,1653
2261,75,51,73,4172,2885,4748,951,3971,1801,1721,1653
2262,77,54,138,1772,981,484,1199,1031,2075,1651,1370
2263,77,54,69,1772,981,484,1199,1031,2075,1651,1370
2264,91,56,113,88692,21895,4913,7229,2837,10915,8020,7830
2265,91,56,89,88692,21895,4913,7229,2837,10915,8020,7830
2266,70,61,9,24984,22771,5520,12497,4216,1772,1312,1349
2267,70,61,108,24984,22771,5520,12497,4216,1772,1312,1349
2268,66,44,28,93573,42352,1724,3618,1735,4939,1825,1212
2269,66,44,131,93573,42352,1724,3618,1735,4939,1825,1212
2270,47,29,68,45656,14346,1255,344,852,708,843,161
2271,47,29,75,45656,14346,1255,344,852,708,843,161
2272,44,37,88,2087,3807,2934,1753,1294,2098,3326,516
2273,44,37,84,2087,3807,2934,1753,1294,2098,3326,516
2274,60,38,70,188,1276,1528,1130,991,1556,2319,1978
2275,60,38,59,188,1276,1528,1130,991,1556,2319,1978
2276,74,56,93,664,1012,892,3530,2110,3193,2440,3127
2277,74,56,88,664,1012,892,3530,2110,3193,2440,3127
2278,88,74,122,1312,1384,1363,1057,1394,1487,1621,2632
2279,88,74,85,1312,1384,1363,1057,1394,1487,1621,2632
2280,91,61,34,859,2498,179,773,815,1080,3142,2139
2281,91,61,66,859,2498,179,773,815,1080,3142,2139
2282,90,63,86,735,2542,929,3200,921,2305,2574,1976
2283,90,63,72,735,2542,929,3200,921,2305,2574,1976
2284,83,57,54,1043,2591,1513,1376,2968,1291,1371,1389
2285,83,57,101,1043,2591,1513,1376,2968,1291,1371,1389
2286,84,57,75,1225,1642,2320,789,1409,2143,2241,3200
2287,84,57,92,1225,1642,2320,789,1409,2143,2241,3200
2288,88,74,89,1041,1173,1242,4401,1809,3190,1015,2676
2289,88,74,38,1041,1173,1242,4401,1809,3190,1015,2676
2290,94,64,92,8522,2214,1676,1447,1511,4803,2540,2484
2291,94,64,113,8522,2214,1676,1447,1511,4803,2540,2484
2292,96,69,112,931,1749,267,4648,2877,2155,3480,905
2293,96,69,61,931,1749,267,4648,2877,2155,3480,905
2294,96,66,44,3882,1168,1696,2076,5825,2507,1486,965
2295,100,60,76,1500,637,452,2267,2925,2052,3439,855
2296,100,60,73,1500,637,452,2267,2925,2052,3439,855
2297,100,56,100,1150,725,266,746,1266,2497,2379,2228
2298,100,56,61,1150,725,266,746,1266,2497,2379,2228
2299,100,56,92,1150,725,266,746,1266,2497,2379,2228
2300,100,56,60,1150,725,266,746,1266,2497,2379,2228
2301,100,40,101,2085,4219,2461,540,3236,2191,1698,2061
2302,100,40,443,2085,4219,2461,540,3236,2191,1698,2061
2303,77,35,98,58548,45985,12804,2697,1747,1708,1344,2208
2304,77,35,115,58548,45985,12804,2697,1747,1708,1344,2208
2305,69,44,82,7077,1862,511,3031,794,2700,1951,1677
2306,69,44,70,7077,1862,511,3031,794,2700,1951,1677
2307,70,57,55,4641,1332,915,2337,904,2790,1958,1233
2308,70,57,60,4641,1332,915,2337,904,2790,1958,1233
2309,70,69,41,1012,1086,1082,6319,3903,2403,3395,1723
2310,70,69,70,1012,1086,1082,6319,3903,2403,3395,1723
2311,90,78,77,4226,1383,661,2080,954,1350,1338,1679
2312,90,78,100,4226,1383,661,2080,954,1350,1338,1679
2313,90,74,104,2935,2296,560,1845,685,2660,1731,2100
2314,90,74,66,2935,2296,560,1845,685,2660,1731,2100
2315,87,70,22,2344,2626,987,2332,1191,1964,1536,4943
2316,87,70,61,2344,2626,987,2332,1191,1964,1536,4943
2317,93,57,50,2047,4216,1488,1028,1555,4220,4510,3492
2318,93,57,68,2047,4216,1488,1028,1555,4220,4510,3492
2319,97,51,98,744,1193,668,1288,3436,1932,2209,951
2320,97,51,52,744,1193,668,1288,3436,1932,2209,951
2321,88,50,167,10195,8623,529,3717,2796,1570,3520,1158
2322,88,50,67,10195,8623,529,3717,2796,1570,3520,1158
2323,78,37,57,703296,221845,17363,21694,17870,22592,9101,9119
2324,78,37,105,703296,221845,17363,21694,17870,22592,9101,9119
2325,84,34,85,3875,782,593,386,579,4652,2708,1088
2326,84,34,122,3875,782,593,386,579,4652,2708,1088
2327,77,30,-166,3949,5257,2031,2059,6015,3150,2201,1966
2328,77,30,53,3949,5257,2031,2059,6015,3150,2201,1966
2329,63,17,-2,94708,24790,2003,435,1649,491,502,530
2330,63,17,113,94708,24790,2003,435,1649,491,502,530
2331,70,27,53,7996,5460,3703,1652,2833,4610,3263,1496
2332,70,27,68,7996,5460,3703,1652,2833,4610,3263,1496
2333,57,40,49,2851,2699,2357,1302,1387,2732,1984,1846
2334,57,40,52,2851,2699,2357,1302,1387,2732,1984,1846
2335,56,41,77,7689,7701,3752,640,2292,2756,1680,1693
2336,56,41,39,7689,7701,3752,640,2292,2756,1680,1693
2337,80,63,76,2012,1482,1750,2433,1030,3560,2386,860
2338,80,63,58,2012,1482,1750,2433,1030,3560,2386,860
2339,91,56,84,689,543,670,877,912,5208,2714,912
2340,91,56,123,689,543,670,877,912,5208,2714,912
2341,77,50,108,109354,41648,5421,6683,2739,2551,2714,881
2342,77,50,67,109354,41648,5421,6683,2739,2551,2714,881
2343,70,56,54,39988,11687,6540,6460,3010,2774,2477,801
2344,70,56,84,39988,11687,6540,6460,3010,2774,2477,801
2345,64,54,37,2970,2888,2290,3184,2146,2277,2923,2095
2346,64,54,113,2970,2888,2290,3184,2146,2277,2923,2095
2347,41,56,58,108777,52041,9240,6165,3768,5244,1239,1468
2348,41,56,41,108777,52041,9240,6165,3768,5244,1239,1468
2349,53,69,59,8004,2502,2917,1273,525,1872,2844,1686
2350,53,69,87,8004,2502,2917,1273,525,1872,2844,1686
2351,60,70,106,10116,1603,2462,1869,2254,1726,2821,1960
2352,60,70,42,10116,1603,2462,1869,2254,1726,2821,1960
2353,66,66,74,635,1326,1195,1770,2790,2848,1342,1473
2354,66,66,73,635,1326,1195,1770,2790,2848,1342,1473
2355,83,70,89,2219,1621,1648,3358,4385,5224,2038,1161
2356,83,70,21,2219,1621,1648,3358,4385,5224,2038,1161
2357,88,66,76,4232,1181,1642,1470,1799,2967,2905,1588
2358,88,66,64,4232,1181,1642,1470,1799,2967,2905,1588
2359,88,60,9,4327,2671,2035,765,1824,1602,1405,2131
2360,88,60,90,4327,2671,2035,765,1824,1602,1405,2131
2361,83,48,122,738,8734,187,1581,2305,3230,1881,897
2362,83,48,145,738,8734,187,1581,2305,3230,1881,897
2363,83,53,35,1653,888,1709,2455,1954,3675,1987,3684
2364,83,53,96,1653,888,1709,2455,1954,3675,1987,3684
2365,75,53,99,5662,3174,970,2461,1742,1369,3423,1599
2366,75,53,120,5662,3174,970,2461,1742,1369,3423,1599
2367,57,30,50,136362,79095,2290,1777,4384,1711,5735,733
2368,57,30,109,136362,79095,2290,1777,4384,1711,5735,733
2369,69,30,54,2625,899,332,277,1167,2413,2977,2402
2370,69,30,97,2625,899,332,277,1167,2413,2977,2402
2371,69,20,87,854,1638,511,563,2090,2203,2695,2058
2372,69,20,52,854,1638,511,563,2090,2203,2695,2058
2373,75,10,39,3967,6968,1226,1321,1465,4098,2228,2000
2374,75,10,44,3967,6968,1226,1321,1465,4098,2228,2000
2375,91,43,56,1288,779,1404,5923,2116,2056,3252,1692
2376,91,43,73,1288,779,1404,5923,2116,2056,3252,1692
2377,84,53,70,1397,2132,2225,903,2749,2676,2780,890
2378,84,53,83,1397,2132,2225,903,2749,2676,2780,890
2379,77,63,19,3947,3683,2478,1373,1888,2212,1183,1060
2380,77,63,113,3947,3683,2478,1373,1888,2212,1183,1060
2381,66,66,67,78338,23656,7045,2302,5771,3060,1621,1211
2382,66,66,89,78338,23656,7045,2302,5771,3060,1621,1211
2383,63,56,116,9122,9955,7191,2154,2820,3725,4036,1806
2384,63,56,38,9122,9955,7191,2154,2820,3725,4036,1806
2385,63,63,67,1502,1214,3246,743,1121,2938,3381,1898
2386,63,63,71,1502,1214,3246,743,1121,2938,3381,1898
2387,64,70,117,4035,643,1672,4226,1953,2139,2342,1435
2388,64,70,59,4035,643,1672,4226,1953,2139,2342,1435
2389,64,70,125,22746,23743,3707,6030,3005,2746,3134,2159
2390,64,70,-205,22746,23743,3707,6030,3005,2746,3134,2159
2391,48,63,-297,31014,26716,1783,3973,1115,629,222,269
2392,48,63,172,31014,26716,1783,3973,1115,629,222,269
2393,34,48,43,253122,92567,11185,5977,9198,5313,1064,1432
2394,34,48,614,253122,92567,11185,5977,9198,5313,1064,1432
2395,23,38,0,306905,43174,15376,12562,9631,6704,5015,2280
2396,23,38,51,306905,43174,15376,12562,9631,6704,5015,2280
2397,29,44,41,2140326,35334,5706,23171,4024,10280,2664,3192
2398,29,44,99,2140326,35334,5706,23171,4024,10280,2664,3192
2399,37,41,88,16795,44681,3827,4168,6187,3100,1169,1175
2400,37,41,-19,16795,44681,3827,4168,6187,3100,1169,1175
2401,37,41,98,16795,44681,3827,4168,6187,3100,1169,1175
2402,37,41,80,16795,44681,3827,4168,6187,3100,1169,1175
2403,37,44,68,21464,5580,3180,1497,668,561,1213,1321
2404,37,44,80,21464,5580,3180,1497,668,561,1213,1321
2405,37,47,64,7132,1556,2507,885,2547,804,1102,1309
2406,37,47,135,7132,1556,2507,885,2547,804,1102,1309
2407,38,51,135,76196,13874,2259,1839,1979,1646,1650,716
2408,38,51,-108,76196,13874,2259,1839,1979,1646,1650,716
2409,26,60,97,218955,97735,12430,23736,1608,1757,1197,1500
2410,26,60,54,218955,97735,12430,23736,1608,1757,1197,1500
2411,27,57,73,2539103,72271,46788,16508,28192,9640,7386,5718
2412,27,57,91,2539103,72271,46788,16508,28192,9640,7386,5718
2413,30,57,59,3365,2984,2165,1988,1176,1841,1556,652
2414,30,57,84,3365,2984,2165,1988,1176,1841,1556,652
2415,30,57,70,3365,2984,2165,1988,1176,1841,1556,652
2416,30,57,29,3365,2984,2165,1988,1176,1841,1556,652
2417,63,75,128,307665,7963,33471,4518,11345,17132,4081,2866
2418,63,75,80,307665,7963,33471,4518,11345,17132,4081,2866
2419,63,75,70,307665,7963,33471,4518,11345,17132,4081,2866
2420,63,75,53,307665,7963,33471,4518,11345,17132,4081,2866
2421,63,75,-211,307665,7963,33471,4518,11345,17132,4081,2866
2422,63,75,88,307665,7963,33471,4518,11345,17132,4081,2866
2423,63,75,88,307665,7963,33471,4518,11345,17132,4081,2866
2424,63,75,140,307665,7963,33471,4518,11345,17132,4081,2866
2425,63,75,140,307665,7963,33471,4518,11345,17132,4081,2866
2426,63,75,125,307665,7963,33471,4518,11345,17132,4081,2866
2427,63,75,82,307665,7963,33471,4518,11345,17132,4081,2866
2428,63,75,89,307665,7963,33471,4518,11345,17132,4081,2866
2429,63,75,89,307665,7963,33471,4518,11345,17132,4081,2866
2430,63,75,98,307665,7963,33471,4518,11345,17132,4081,2866
2431,63,75,10,307665,7963,33471,4518,11345,17132,4081,2866
2432,63,75,99,307665,7963,33471,4518,11345,17132,4081,2866
2433,63,75,68,307665,7963,33471,4518,11345,17132,4081,2866
2434,63,75,75,307665,7963,33471,4518,11345,17132,4081,2866
2435,63,75,68,307665,7963,33471,4518,11345,17132,4081,2866
2436,63,75,98,307665,7963,33471,4518,11345,17132,4081,2866
2437,63,75,72,307665,7963,33471,4518,11345,17132,4081,2866
2438,67,57,81,4493,2210,1764,1827,1440,2061,1233,631
2439,67,57,71,4493,2210,1764,1827,1440,2061,1233,631
2440,67,66,58,3804,2355,1452,2624,944,1288,1041,1179
2441,67,66,102,3804,2355,1452,2624,944,1288,1041,1179
2442,67,66,84,3804,2355,1452,2624,944,1288,1041,1179
2443,67,66,90,3804,2355,1452,2624,944,1288,1041,1179
2444,69,53,-187,17837,11280,2214,1887,8174,2234,5158,3732
2445,69,53,-135,17837,11280,2214,1887,8174,2234,5158,3732
2446,60,44,137,279034,11807,970,3935,4243,1671,649,760
2447,60,44,5,279034,11807,970,3935,4243,1671,649,760
2448,60,21,92,294847,37618,1059,4565,12995,8143,7878,3761
2449,60,21,217,294847,37618,1059,4565,12995,8143,7878,3761
2450,47,29,25,44983,24150,5877,7573,3677,3089,2753,5012
2451,47,29,75,44983,24150,5877,7573,3677,3089,2753,5012
2452,51,40,83,26503,11806,5174,5335,1491,5358,6895,1721
2453,51,40,51,26503,11806,5174,5335,1491,5358,6895,1721
2454,64,43,114,42232,2175,1622,2202,2408,4449,3759,3496
2455,64,43,81,42232,2175,1622,2202,2408,4449,3759,3496
2456,64,67,34,7999,4227,3596,9334,3079,3195,3617,2138
2457,64,67,28,7999,4227,3596,9334,3079,3195,3617,2138
2458,67,77,-120,49888,15963,6304,17172,3520,5421,3102,3090
2459,67,77,50,49888,15963,6304,17172,3520,5421,3102,3090
2460,57,67,114,143028,3398,588,467,971,259,176,251
2461,57,67,524,143028,3398,588,467,971,259,176,251
2462,57,67,43,143028,3398,588,467,971,259,176,251
2463,57,67,137,143028,3398,588,467,971,259,176,251
2464,38,57,41,15106,1967,3947,3795,3789,1837,974,1780
2465,38,57,-387,15106,1967,3947,3795,3789,1837,974,1780
2466,35,44,145,51982,27109,4359,3692,1133,2597,2919,1940
2467,35,44,100,51982,27109,4359,3692,1133,2597,2919,1940
2468,38,44,40,43507,9400,415,2268,2325,1401,444,670
2469,38,44,21,43507,9400,415,2268,2325,1401,444,670
2470,57,54,42,1319,511,795,875,1304,1614,853,1178
2471,57,54,101,1319,511,795,875,1304,1614,853,1178
2472,43,35,101,102000,78231,9282,1177,6191,1670,2106,1133
2473,43,35,68,102000,78231,9282,1177,6191,1670,2106,1133
2474,50,40,81,9812,3002,1740,523,802,999,1144,734
2475,50,40,41,9812,3002,1740,523,802,999,1144,734
2476,56,40,70,17457,3739,578,960,2410,1795,1541,714
2477,56,40,64,17457,3739,578,960,2410,1795,1541,714
2478,47,40,85,2129,1979,930,1191,1180,701,1394,808
2479,47,40,80,2129,1979,930,1191,1180,701,1394,808
2480,64,51,104,3916,4219,887,2652,2445,2380,555,1299
2481,64,51,55,3916,4219,887,2652,2445,2380,555,1299
2482,75,44,90,12628,2470,1023,1146,3459,3894,1057,1494
2483,75,44,83,12628,2470,1023,1146,3459,3894,1057,1494
2484,74,57,98,1996,1424,189,1794,369,832,934,937
2485,74,57,74,1996,1424,189,1794,369,832,934,937
2486,78,53,71,2831,2389,928,1370,2308,1777,948,764
2487,78,53,72,2831,2389,928,1370,2308,1777,948,764
2488,81,54,57,4090,3687,1584,1867,1524,2954,1321,515
2489,81,54,107,4090,3687,1584,1867,1524,2954,1321,515
2490,64,53,-277,170142,180533,19454,22117,17901,17016,8777,3967
2491,64,53,132,170142,180533,19454,22117,17901,17016,8777,3967
2492,60,44,1027,775283,71259,20260,8534,9702,11604,9345,2594
2493,60,44,69,775283,71259,20260,8534,9702,11604,9345,2594
2494,51,56,326,546292,38053,48049,57418,31201,15229,7047,3892
2495,51,56,-8,546292,38053,48049,57418,31201,15229,7047,3892
2496,50,50,69,1558386,50283,12845,18812,58498,23148,11890,5695
2497,60,54,52,12193,3249,638,1626,1311,2406,2874,788
2498,60,54,6,12193,3249,638,1626,1311,2406,2874,788
2499,64,56,25,7994,7997,1844,2317,1143,2438,1003,877
2500,64,56,66,7994,7997,1844,2317,1143,2438,1003,877
2501,70,51,70,2406,3864,1397,3769,1021,2460,738,1401
2502,70,51,35,2406,3864,1397,3769,1021,2460,738,1401
2503,60,63,194,734308,86134,22113,43648,10522,7915,6428,4057
2504,60,63,150,734308,86134,22113,43648,10522,7915,6428,4057
2505,50,63,101,54153,12491,2683,3843,4051,1737,2031,610
2506,50,63,40,54153,12491,2683,3843,4051,1737,2031,610
2507,60,56,86,10940,1353,811,318,2111,2561,1363,455
2508,60,56,87,10940,1353,811,318,2111,2561,1363,455
2509,47,51,-99,8997,23658,8343,1963,2524,1225,1880,1507
2510,47,51,75,8997,23658,8343,1963,2524,1225,1880,1507
