,0,1,2,3,4,5,6,7,8,9,10
4296,41,44,-69,150082,27808,4077,1230,3362,1782,775,949
4297,47,30,57,101650,28351,7375,6142,15090,13440,3813,1070
4298,47,30,80,101650,28351,7375,6142,15090,13440,3813,1070
4299,60,48,67,17391,1659,6307,2680,1142,1908,714,847
4300,60,48,121,17391,1659,6307,2680,1142,1908,714,847
4301,60,56,70,7645,5665,2131,841,937,1256,562,951
4302,60,56,58,7645,5665,2131,841,937,1256,562,951
4303,66,80,50,13425,3402,7893,2494,2087,1578,1134,499
4304,63,88,28,3415,3211,2217,1601,1937,1413,1486,594
4305,63,88,116,3415,3211,2217,1601,1937,1413,1486,594
4306,67,63,69,7444,2556,479,350,1476,1090,554,576
4307,67,63,61,7444,2556,479,350,1476,1090,554,576
4308,64,63,103,2300,3841,420,1325,928,476,1531,198
4309,64,63,77,2300,3841,420,1325,928,476,1531,198
4310,63,43,91,11951,22129,2009,4114,3162,2615,2030,928
4311,63,43,73,11951,22129,2009,4114,3162,2615,2030,928
4312,64,43,66,10984,3365,1448,4073,2965,2495,1887,552
4313,64,43,85,10984,3365,1448,4073,2965,2495,1887,552
4314,69,47,64,658,1417,782,358,3137,1532,370,528
4315,69,47,53,658,1417,782,358,3137,1532,370,528
4316,78,51,96,3563,2970,1449,3232,2954,1937,590,434
4317,78,51,40,3563,2970,1449,3232,2954,1937,590,434
4318,78,60,64,2808,4764,1888,1208,917,884,387,446
4319,78,60,49,2808,4764,1888,1208,917,884,387,446
4320,74,57,87,4957,6012,2725,1882,1481,1550,1061,768
4321,74,57,68,4957,6012,2725,1882,1481,1550,1061,768
4322,63,64,72,4177,3815,809,988,805,764,601,638
4323,63,64,171,4177,3815,809,988,805,764,601,638
4324,54,64,118,8994,5700,4546,1021,1014,1085,1265,237
4325,54,64,74,8994,5700,4546,1021,1014,1085,1265,237
4326,57,61,247,17717,3015,1045,1125,2832,800,1265,371
4327,57,61,124,17717,3015,1045,1125,2832,800,1265,371
4328,53,57,82,717671,90988,23611,24583,22356,10779,11311,4785
4329,53,57,9,717671,90988,23611,24583,22356,10779,11311,4785
4330,54,69,83,7425,3288,3929,3874,2359,1923,848,1427
4331,54,69,130,7425,3288,3929,3874,2359,1923,848,1427
4332,74,63,117,1527,1436,1508,613,1426,3553,2617,1483
4333,74,63,42,1527,1436,1508,613,1426,3553,2617,1483
4334,77,64,76,2393,7378,2211,2524,2092,2902,2550,1598
4335,77,64,104,2393,7378,2211,2524,2092,2902,2550,1598
4336,90,67,44,9663,4454,3584,1357,1445,4042,2004,1358
4337,90,67,107,9663,4454,3584,1357,1445,4042,2004,1358
4338,87,63,123,5328,4310,1910,3503,2072,1256,2700,1622
4339,87,63,-56,5328,4310,1910,3503,2072,1256,2700,1622
4340,69,63,75,18253,13672,5461,732,2530,2210,1453,1748
4341,69,57,35,18639,10564,2480,1528,2133,3801,2132,2383
4342,69,57,74,18639,10564,2480,1528,2133,3801,2132,2383
4343,77,51,97,2977,3242,1319,1911,4180,6560,4013,1990
4344,77,51,73,2977,3242,1319,1911,4180,6560,4013,1990
4345,88,53,22,4169,1494,4989,716,1058,3848,3471,1329
4346,88,53,553,4169,1494,4989,716,1058,3848,3471,1329
4347,87,44,84,208687,25836,1782,3241,2754,3044,2830,1313
4348,87,44,-326,208687,25836,1782,3241,2754,3044,2830,1313
4349,70,41,10,1207383,288410,14635,33576,8784,11874,4060,5469
4350,70,41,177,1207383,288410,14635,33576,8784,11874,4060,5469
4351,48,40,92,1548366,156968,13435,23149,14658,8295,7489,4228
4352,48,40,61,1548366,156968,13435,23149,14658,8295,7489,4228
4353,48,40,64,1548366,156968,13435,23149,14658,8295,7489,4228
4354,48,40,56,1548366,156968,13435,23149,14658,8295,7489,4228
4355,41,29,570,48282,18540,1400,3968,3672,2141,1952,1192
4356,41,29,104,48282,18540,1400,3968,3672,2141,1952,1192
4357,51,44,88,104559,8852,6119,4351,5004,2388,1884,1858
4358,51,44,89,104559,8852,6119,4351,5004,2388,1884,1858
4359,56,53,613,84950,10229,2238,5867,2538,1606,3531,1691
4360,56,53,91,84950,10229,2238,5867,2538,1606,3531,1691
4361,51,54,67,89421,16697,1674,4302,3462,2828,2906,620
4362,51,54,99,89421,16697,1674,4302,3462,2828,2906,620
4363,56,60,134,783926,33029,13188,13382,21588,10384,7209,3960
4364,56,60,58,783926,33029,13188,13382,21588,10384,7209,3960
4365,57,54,-6,9722,5269,2290,1168,2926,1582,4874,1037
4366,57,54,67,9722,5269,2290,1168,2926,1582,4874,1037
4367,53,53,-408,56027,41124,13508,5419,815,2647,1073,2162
4368,53,53,97,56027,41124,13508,5419,815,2647,1073,2162
4369,50,48,244,242984,51099,6458,2555,4304,5287,1649,1205
4370,48,48,29,21777,10915,3990,2995,3622,2297,2989,464
4371,48,48,83,21777,10915,3990,2995,3622,2297,2989,464
4372,47,54,133,554394,18225,15235,8096,6325,5685,3060,1183
4373,47,54,59,554394,18225,15235,8096,6325,5685,3060,1183
4374,61,56,32,42870,3245,1965,1903,2439,2293,2224,1076
4375,61,56,90,42870,3245,1965,1903,2439,2293,2224,1076
4376,64,61,32,13015,15813,4478,1466,2316,3081,958,1076
4377,64,61,91,13015,15813,4478,1466,2316,3081,958,1076
4378,70,67,54,7214,2885,331,4362,1873,2143,1305,875
4379,70,67,33,7214,2885,331,4362,1873,2143,1305,875
4380,81,63,60,1674,2208,835,1983,1484,2723,2408,2339
4381,81,63,-68,1674,2208,835,1983,1484,2723,2408,2339
4382,63,53,145,66364,98450,9735,6650,3598,2891,1323,1868
4383,63,53,-36,66364,98450,9735,6650,3598,2891,1323,1868
4384,63,53,-556,55165,24961,1052,7968,2671,4609,2607,2591
4385,63,53,101,55165,24961,1052,7968,2671,4609,2607,2591
4386,63,53,35,55165,24961,1052,7968,2671,4609,2607,2591
4387,63,53,29,55165,24961,1052,7968,2671,4609,2607,2591
4388,38,47,245,292819,47020,11588,19088,25688,9619,11743,5988
4389,38,47,40,292819,47020,11588,19088,25688,9619,11743,5988
4390,47,60,135,400820,195166,134034,25114,15260,24134,22731,17230
4391,47,60,45,400820,195166,134034,25114,15260,24134,22731,17230
4392,37,54,-7,1166638,419515,56690,11660,11347,19096,18698,17385
4393,37,54,-357,1166638,419515,56690,11660,11347,19096,18698,17385
4394,37,54,409,355670,30552,21576,36422,29100,39013,4563,1778
4395,37,54,184,355670,30552,21576,36422,29100,39013,4563,1778
4396,37,54,-155,301530,9902,4546,6934,9819,10271,2767,1185
4397,37,54,-71,301530,9902,4546,6934,9819,10271,2767,1185
4398,48,48,210,339810,304969,24834,113013,117366,122442,53260,4416
4399,48,48,73,339810,304969,24834,113013,117366,122442,53260,4416
4400,44,54,327,1039882,14321,7083,7716,3695,2510,875,965
4401,44,54,59,1039882,14321,7083,7716,3695,2510,875,965
4402,44,44,20,221570,10863,2274,1028,905,824,193,92
4403,44,44,60,221570,10863,2274,1028,905,824,193,92
4404,54,61,8,18396,6091,7110,2141,3089,2467,1858,1144
4405,54,61,75,18396,6091,7110,2141,3089,2467,1858,1144
4406,47,56,-221,3728,8638,994,624,1454,1018,1139,205
4407,53,53,104,93494,7834,5759,1406,2113,2752,1412,688
4408,53,53,67,93494,7834,5759,1406,2113,2752,1412,688
4409,64,56,73,2115,3007,1720,191,1048,1255,904,693
4410,64,56,70,2115,3007,1720,191,1048,1255,904,693
4411,66,44,84,3073,3235,188,1345,1895,1094,744,406
4412,66,44,301,3073,3235,188,1345,1895,1094,744,406
4413,61,51,149,59116,49835,12007,3707,2970,3338,1388,1360
4414,61,51,93,59116,49835,12007,3707,2970,3338,1388,1360
4415,53,47,96,16557,14240,3347,1972,1112,1018,738,1005
4416,53,47,89,16557,14240,3347,1972,1112,1018,738,1005
4417,38,51,116,132105,22542,3144,14626,3244,1488,1357,405
4418,38,51,25,132105,22542,3144,14626,3244,1488,1357,405
4419,29,60,65,9188,6386,2127,2250,935,875,521,922
4420,29,60,58,9188,6386,2127,2250,935,875,521,922
4421,38,61,75,1496,2949,812,1049,1626,665,700,466
4422,38,61,84,1496,2949,812,1049,1626,665,700,466
4423,48,63,55,1857,2544,596,1294,1063,896,1019,175
4424,48,63,108,1857,2544,596,1294,1063,896,1019,175
4425,54,64,68,1913,1968,1673,3031,3660,553,783,605
4426,54,64,91,1913,1968,1673,3031,3660,553,783,605
4427,61,64,60,3372,1014,1395,171,1805,587,1005,469
4428,61,64,80,3372,1014,1395,171,1805,587,1005,469
4429,57,75,102,11083,6014,2638,6969,2546,1465,1340,193
4430,57,75,580,11083,6014,2638,6969,2546,1465,1340,193
4431,53,87,105,19388,6626,9238,6880,1507,2143,490,1730
4432,53,87,52,19388,6626,9238,6880,1507,2143,490,1730
4433,54,78,97,27010,16402,3387,3248,3097,2330,1600,790
4434,54,78,50,27010,16402,3387,3248,3097,2330,1600,790
4435,54,87,82,1551,2094,2696,4109,2410,1873,1403,472
4436,54,87,113,1551,2094,2696,4109,2410,1873,1403,472
4437,63,77,37,3806,3139,930,2291,2898,1736,750,1545
4438,63,77,98,3806,3139,930,2291,2898,1736,750,1545
4439,66,70,-258,1101,2807,1985,3086,1547,1185,739,848
4440,66,70,68,1101,2807,1985,3086,1547,1185,739,848
4441,50,64,82,150179,102372,11326,3589,6764,1438,703,516
4442,50,64,73,150179,102372,11326,3589,6764,1438,703,516
4443,50,64,60,2490,606,1391,1676,1005,872,607,1301
4444,50,64,72,2490,606,1391,1676,1005,872,607,1301
4445,48,77,132,256,1169,477,3182,1023,902,310,456
4446,56,61,109,3363,3350,882,946,2959,2279,872,575
4447,56,61,55,3363,3350,882,946,2959,2279,872,575
4448,67,70,98,9759,14343,5163,1742,1813,1169,1030,743
4449,67,70,56,9759,14343,5163,1742,1813,1169,1030,743
4450,56,61,56,11720,9275,3259,1760,1615,783,1020,903
4451,56,61,145,11720,9275,3259,1760,1615,783,1020,903
4452,56,48,117,59953,41767,11675,2846,4083,8950,914,662
4453,56,48,48,59953,41767,11675,2846,4083,8950,914,662
4454,51,61,-313,14764,6859,2775,8636,1706,4107,1517,998
4455,51,61,64,14764,6859,2775,8636,1706,4107,1517,998
4456,44,54,-187,2432908,417232,53399,37850,47587,11299,7592,4854
4457,44,54,114,2432908,417232,53399,37850,47587,11299,7592,4854
4458,50,61,51,2669626,37765,15339,30735,10547,9709,3937,3321
4459,50,61,29,2669626,37765,15339,30735,10547,9709,3937,3321
4460,57,69,96,9650,1053,705,3026,2343,2070,933,585
4461,57,69,16,9650,1053,705,3026,2343,2070,933,585
4462,54,66,140,282273,54192,42054,12708,10576,17528,3130,1067
4463,54,66,-35,282273,54192,42054,12708,10576,17528,3130,1067
4464,56,63,77,13812,18925,1975,709,2371,604,498,386
4465,56,63,121,13812,18925,1975,709,2371,604,498,386
4466,60,51,49,2340,4682,476,1386,1796,972,539,370
4467,60,51,41,2340,4682,476,1386,1796,972,539,370
4468,50,48,64,3281,2177,1693,803,1952,718,630,336
4469,50,48,248,3281,2177,1693,803,1952,718,630,336
4470,43,47,12,108372,28153,13670,6689,8596,2767,651,658
4471,43,47,83,108372,28153,13670,6689,8596,2767,651,658
4472,53,63,89,313160,11805,7326,8211,5537,3545,2584,2216
4473,53,63,128,313160,11805,7326,8211,5537,3545,2584,2216
4474,50,67,44,47325,20797,6674,3193,3026,2657,551,361
4475,50,67,81,47325,20797,6674,3193,3026,2657,551,361
4476,47,74,109,3503,3354,479,4745,2049,884,825,698
4477,47,74,64,3503,3354,479,4745,2049,884,825,698
4478,50,83,57,6972,3381,2337,4926,798,1019,892,692
4479,50,83,81,6972,3381,2337,4926,798,1019,892,692
4480,47,80,88,7124,5500,3179,1176,991,742,1866,875
4481,47,80,71,7124,5500,3179,1176,991,742,1866,875
4482,54,77,88,5940,7253,1955,876,1124,2538,1739,751
4483,54,77,61,5940,7253,1955,876,1124,2538,1739,751
4484,57,69,72,41523,2907,2917,125,3068,1020,886,779
4485,60,50,81,150227,21015,4178,2032,10048,3583,1144,1815
4486,60,50,-298,150227,21015,4178,2032,10048,3583,1144,1815
4487,48,48,58,91537,8126,2918,1905,1137,214,179,180
4488,48,48,81,91537,8126,2918,1905,1137,214,179,180
4489,44,56,26,12774,5690,2780,2869,2467,1731,1690,1015
4490,44,56,115,12774,5690,2780,2869,2467,1731,1690,1015
4491,35,48,105,398827,27765,5043,1384,1958,1768,438,228
4492,35,48,44,398827,27765,5043,1384,1958,1768,438,228
4493,37,61,93,3010,2623,2665,1527,3303,1002,559,784
4494,37,61,86,3010,2623,2665,1527,3303,1002,559,784
4495,53,67,48,8662,3833,4633,3220,1879,1739,1900,829
4496,53,67,45,8662,3833,4633,3220,1879,1739,1900,829
4497,51,69,98,249950,21990,14415,8791,4559,5655,4041,2202
4498,51,69,84,249950,21990,14415,8791,4559,5655,4041,2202
4499,60,78,76,32259,5106,1451,1777,947,1032,1251,647
4500,60,78,91,32259,5106,1451,1777,947,1032,1251,647
4501,63,77,71,1110,2729,2114,524,811,1208,601,432
4502,63,77,90,1110,2729,2114,524,811,1208,601,432
4503,56,78,86,1744,5391,3525,5734,1643,1071,869,568
4504,56,78,45,1744,5391,3525,5734,1643,1071,869,568
4505,48,75,91,30583,47923,26292,3809,9458,3113,862,1052
4506,48,75,64,30583,47923,26292,3809,9458,3113,862,1052
4507,43,70,89,365835,228900,65552,18482,7457,17627,4091,3283
4508,43,70,53,365835,228900,65552,18482,7457,17627,4091,3283
4509,43,69,93,2950,3324,1260,1713,885,1784,430,505
4510,43,69,91,2950,3324,1260,1713,885,1784,430,505
4511,57,64,64,1800,300,164,1147,913,828,470,637
4512,57,64,39,1800,300,164,1147,913,828,470,637
4513,81,61,407,5653,666,283,1556,2733,1800,551,806
4514,81,61,93,5653,666,283,1556,2733,1800,551,806
4515,91,64,60,63035,6393,2140,2922,2107,2443,552,697
4516,90,67,40,2001,2824,826,2785,498,1491,1550,731
4517,90,67,137,2001,2824,826,2785,498,1491,1550,731
4518,83,69,91,1417,535,1097,1782,2424,743,623,1407
4519,83,69,92,1417,535,1097,1782,2424,743,623,1407
4520,56,66,81,52189,9879,2695,203,967,338,168,149
4521,56,66,124,52189,9879,2695,203,967,338,168,149
4522,54,75,80,1459,1726,3719,1228,2130,993,567,502
4523,54,75,32,1459,1726,3719,1228,2130,993,567,502
4524,40,67,-233,15928,27648,7676,5027,3265,1420,1795,589
4525,40,67,124,15928,27648,7676,5027,3265,1420,1795,589
4526,27,61,84,2466788,176951,49286,19323,13926,10504,7048,3662
4527,27,61,50,2466788,176951,49286,19323,13926,10504,7048,3662
4528,47,63,61,4917,1442,1069,562,1926,920,1116,536
4529,47,63,80,4917,1442,1069,562,1926,920,1116,536
4530,37,60,122,5248,8374,3797,2860,752,624,1625,557
4531,37,60,115,5248,8374,3797,2860,752,624,1625,557
4532,48,74,73,1039,942,1523,2014,860,666,1646,569
4533,48,74,77,1039,942,1523,2014,860,666,1646,569
4534,54,80,99,1502,2305,2060,1708,1525,619,1019,643
4535,54,80,82,1502,2305,2060,1708,1525,619,1019,643
4536,48,83,74,811,5784,1393,2606,966,1406,652,390
4537,48,83,73,811,5784,1393,2606,966,1406,652,390
4538,61,90,45,688,689,2007,1727,860,1005,679,1003
4539,61,90,55,688,689,2007,1727,860,1005,679,1003
4540,61,81,60,10077,7761,3097,5040,1753,2131,531,1308
4541,61,81,98,10077,7761,3097,5040,1753,2131,531,1308
4542,67,69,55,2848,2472,581,453,1655,834,618,850
4543,67,69,58,2848,2472,581,453,1655,834,618,850
4544,74,74,124,1868,542,925,895,1081,703,1571,851
4545,74,74,39,1868,542,925,895,1081,703,1571,851
4546,70,57,80,1281,3506,913,1443,2885,975,430,1811
4547,70,57,35,1281,3506,913,1443,2885,975,430,1811
4548,57,48,121,83851,74568,21816,3574,9905,2353,1232,888
4549,57,48,44,83851,74568,21816,3574,9905,2353,1232,888
4550,47,51,-107,97083,35062,9105,3813,2653,2556,949,927
4551,47,51,230,97083,35062,9105,3813,2653,2556,949,927
4552,26,41,29,1614055,264691,18898,56507,31680,7397,14249,4574
4553,26,41,84,1614055,264691,18898,56507,31680,7397,14249,4574
4554,27,47,19,17225,10333,9288,1442,4583,5194,2581,2915
4555,27,47,93,17225,10333,9288,1442,4583,5194,2581,2915
4556,51,47,102,3543,3508,1308,808,734,2604,888,634
4557,51,47,85,3543,3508,1308,808,734,2604,888,634
4558,57,48,55,1046,3387,225,1618,1334,673,572,745
4559,67,51,77,3748,4829,1385,1064,1381,604,1076,607
4560,67,51,85,3748,4829,1385,1064,1381,604,1076,607
4561,69,47,64,2805,3814,905,1160,1530,1677,1646,713
4562,69,47,71,2805,3814,905,1160,1530,1677,1646,713
4563,60,57,61,580,4431,7483,1472,2362,1755,379,977
4564,60,57,100,580,4431,7483,1472,2362,1755,379,977
4565,60,70,93,611,1965,3191,824,458,828,411,605
4566,60,70,76,611,1965,3191,824,458,828,411,605
4567,63,78,112,8667,4459,3913,2157,1524,1407,978,1056
4568,63,78,656,8667,4459,3913,2157,1524,1407,978,1056
4569,63,78,101,8667,4459,3913,2157,1524,1407,978,1056
4570,63,78,84,8667,4459,3913,2157,1524,1407,978,1056
4571,51,67,101,146674,24306,4785,20610,4199,2779,722,897
4572,51,67,107,146674,24306,4785,20610,4199,2779,722,897
4573,54,50,71,27142,2649,1055,161,1676,803,707,682
4574,54,50,73,27142,2649,1055,161,1676,803,707,682
4575,61,53,84,2560,1257,1444,1645,535,1152,509,385
4576,61,53,83,2560,1257,1444,1645,535,1152,509,385
4577,53,66,77,4213,9926,3216,2739,1596,970,1345,569
4578,53,66,131,4213,9926,3216,2739,1596,970,1345,569
4579,67,51,44,327361,21810,2482,6642,12680,10688,2942,2988
4580,67,51,72,327361,21810,2482,6642,12680,10688,2942,2988
4581,74,53,149,6077,3561,369,2564,4967,2425,1005,1077
4582,74,53,20,6077,3561,369,2564,4967,2425,1005,1077
4583,61,53,139,474506,13509,11328,9133,1140,1955,613,587
4584,61,53,352,474506,13509,11328,9133,1140,1955,613,587
4585,50,41,121,1152272,477142,48963,17435,27454,8733,13154,5169
4586,50,41,42,1152272,477142,48963,17435,27454,8733,13154,5169
4587,38,48,84,2429570,61606,8690,17913,5581,5622,3012,3095
4588,38,48,66,2429570,61606,8690,17913,5581,5622,3012,3095
4589,35,54,41,1047,1691,566,1622,1322,1009,1183,486
4590,44,48,52,28921,6321,4398,1185,798,2824,1026,174
4591,44,48,96,28921,6321,4398,1185,798,2824,1026,174
4592,69,61,-30,134333,7659,4665,5515,2393,6733,653,1128
4593,69,61,80,134333,7659,4665,5515,2393,6733,653,1128
4594,66,61,65375,125692,67177,17865,7701,2713,3544,945,360
4595,66,61,106,125692,67177,17865,7701,2713,3544,945,360
4596,54,66,-99,1230288,121692,41400,87993,21298,14577,7761,2577
4597,54,66,23,1230288,121692,41400,87993,21298,14577,7761,2577
4598,50,56,150,2255387,131371,41140,14550,100338,21089,5752,5322
4599,50,56,32,2255387,131371,41140,14550,100338,21089,5752,5322
4600,41,53,64,34065,8269,4072,606,2163,1808,653,502
4601,41,53,67,34065,8269,4072,606,2163,1808,653,502
4602,54,56,-290,1167,3363,1247,1349,930,1159,453,574
4603,54,56,148,1167,3363,1247,1349,930,1159,453,574
4604,50,48,42,25438,44275,7407,7446,1466,1603,956,358
4605,50,48,-29,25438,44275,7407,7446,1466,1603,956,358
4606,38,54,83,81166,7530,1342,2553,889,304,172,104
4607,38,54,96,81166,7530,1342,2553,889,304,172,104
4608,44,47,113,2669,2314,304,652,1844,1123,1335,883
4609,44,47,76,2669,2314,304,652,1844,1123,1335,883
4610,44,47,-214,1650,3200,968,1449,756,1256,384,508
4611,44,47,128,1650,3200,968,1449,756,1256,384,508
4612,44,41,84,98036,10983,1250,1030,288,319,384,339
4613,44,41,86,98036,10983,1250,1030,288,319,384,339
4614,60,34,53,3738,3763,948,369,1674,883,825,1351
4615,60,34,82,3738,3763,948,369,1674,883,825,1351
4616,54,44,85,8282,7137,2674,3512,2356,2683,940,322
4617,54,44,38,8282,7137,2674,3512,2356,2683,940,322
4618,47,47,69,68288,11935,8050,2850,5126,1683,1774,367
4619,47,47,55,68288,11935,8050,2850,5126,1683,1774,367
4620,64,53,168,13477,1933,1113,800,1733,1242,774,457
4621,64,53,136,13477,1933,1113,800,1733,1242,774,457
4622,60,57,16,109888,33489,9998,4481,4746,4042,1727,1202
4623,60,57,40,109888,33489,9998,4481,4746,4042,1727,1202
4624,53,63,81,86236,9173,8274,2540,2104,1416,545,1108
4625,54,67,100,18286,4653,7460,4050,6641,1539,2577,2065
4626,54,67,49,18286,4653,7460,4050,6641,1539,2577,2065
4627,44,61,73,351165,150386,32555,11615,29538,15586,8054,5198
4628,44,61,-485,351165,150386,32555,11615,29538,15586,8054,5198
4629,44,61,1354,2586505,55703,69858,50754,23484,39682,10336,5689
4630,44,61,-172,2586505,55703,69858,50754,23484,39682,10336,5689
4631,44,61,-41,536404,25950,2500,21560,5698,1999,1021,581
4632,44,61,663,536404,25950,2500,21560,5698,1999,1021,581
4633,47,77,-122,624779,1410,2004,3051,1138,657,146,129
4634,47,77,-467,624779,1410,2004,3051,1138,657,146,129
4635,47,77,220,624779,1410,2004,3051,1138,657,146,129
4636,47,77,117,624779,1410,2004,3051,1138,657,146,129
4637,40,44,8,1068257,159456,10885,10715,10764,10019,1718,2994
4638,40,44,20,1068257,159456,10885,10715,10764,10019,1718,2994
4639,48,50,60,38814,13253,3144,6709,7222,5506,1445,2284
4640,48,50,113,38814,13253,3144,6709,7222,5506,1445,2284
4641,54,41,12,8643,1736,472,1458,445,1113,1008,566
4642,54,41,148,8643,1736,472,1458,445,1113,1008,566
4643,60,40,65,36692,23951,1422,7438,9577,3372,2226,1731
4644,60,40,122,36692,23951,1422,7438,9577,3372,2226,1731
4645,61,38,291,410044,57333,4212,3378,5033,4486,2458,625
4646,61,38,682,410044,57333,4212,3378,5033,4486,2458,625
4647,41,41,50,966108,29243,11243,10051,7140,876,293,336
4648,41,41,57,966108,29243,11243,10051,7140,876,293,336
4649,38,38,116,32160,30796,13645,13974,15488,11334,9354,7872
4650,38,38,24,32160,30796,13645,13974,15488,11334,9354,7872
4651,37,41,96,72672,26574,6860,2943,1924,3148,2328,658
4652,37,41,27,72672,26574,6860,2943,1924,3148,2328,658
4653,43,53,88,28204,22825,3562,10904,12740,5927,1857,1991
4654,43,53,81,28204,22825,3562,10904,12740,5927,1857,1991
4655,64,56,101,4218,2084,2086,1254,1151,1606,946,759
4656,64,56,6,4218,2084,2086,1254,1151,1606,946,759
4657,69,43,109,9587,5807,1182,288,3393,2654,726,470
4658,69,43,54,9587,5807,1182,288,3393,2654,726,470
4659,70,48,54,3330,3895,330,3628,3760,929,305,636
4660,66,35,38,7275,23268,1367,1797,3917,1863,2566,1034
4661,66,35,124,7275,23268,1367,1797,3917,1863,2566,1034
4662,57,13,101,1266460,103913,5643,5084,16414,9546,10921,12902
4663,57,13,66,1266460,103913,5643,5084,16414,9546,10921,12902
4664,53,34,88,7452,3165,1891,3108,702,1591,1291,916
4665,53,34,-310,7452,3165,1891,3108,702,1591,1291,916
4666,53,26,86,169131,25031,3541,4732,3640,4910,979,758
4667,53,26,149,169131,25031,3541,4732,3640,4910,979,758
4668,56,41,180,41723,4879,732,2025,799,851,728,328
4669,56,41,136,41723,4879,732,2025,799,851,728,328
4670,41,38,72,196171,192589,4209,8196,3413,2694,2107,3211
4671,41,38,72,196171,192589,4209,8196,3413,2694,2107,3211
4672,40,38,53,2421,2563,1543,4336,2488,1157,637,387
4673,40,38,96,2421,2563,1543,4336,2488,1157,637,387
4674,47,51,89,265,1303,4320,966,2559,2003,697,1317
4675,47,51,98,265,1303,4320,966,2559,2003,697,1317
4676,47,53,82,701,2676,247,1933,1117,560,600,478
4677,47,53,167,701,2676,247,1933,1117,560,600,478
4678,70,74,33,4000,2578,591,1804,1324,1735,814,1016
4679,70,74,137,4000,2578,591,1804,1324,1735,814,1016
4680,70,61,83,13756,3183,367,1198,984,570,786,879
4681,70,61,88,13756,3183,367,1198,984,570,786,879
4682,75,50,44,112324,6812,893,2620,1036,5437,1274,346
4683,75,50,76,112324,6812,893,2620,1036,5437,1274,346
4684,78,56,121,3818,2452,1309,3584,1139,1343,468,795
4685,78,56,80,3818,2452,1309,3584,1139,1343,468,795
4686,75,63,53,4196,1768,324,2303,569,1067,549,599
4687,75,63,53,4196,1768,324,2303,569,1067,549,599
4688,87,63,91,4202,887,726,1060,3122,1282,784,689
4689,87,63,61,4202,887,726,1060,3122,1282,784,689
4690,81,77,60,1607,1311,1787,2490,1167,1537,803,210
4691,83,69,10,105520,14471,7410,5636,5860,5713,2033,1593
4692,83,69,100,105520,14471,7410,5636,5860,5713,2033,1593
4693,77,63,122,55863,14815,4196,3309,4443,2202,1776,959
4694,77,63,70,55863,14815,4196,3309,4443,2202,1776,959
4695,74,61,96,16765,2862,595,1287,1769,1644,1450,1150
4696,74,61,48,16765,2862,595,1287,1769,1644,1450,1150
4697,67,56,72,11147,16338,10706,5019,3783,5024,3743,3092
4698,67,56,55,11147,16338,10706,5019,3783,5024,3743,3092
4699,60,47,72,148030,23381,1580,4412,5038,2481,794,959
4700,60,47,123,148030,23381,1580,4412,5038,2481,794,959
4701,56,35,64,43307,35186,3692,2142,8877,2447,1313,527
4702,56,35,88,43307,35186,3692,2142,8877,2447,1313,527
4703,51,43,67,11270,2623,871,1447,448,898,681,559
4704,51,43,70,11270,2623,871,1447,448,898,681,559
4705,57,44,535,323,2033,1002,2886,812,2032,703,505
4706,57,44,325,323,2033,1002,2886,812,2032,703,505
4707,57,60,90,589374,31344,14883,17968,6784,4718,806,668
4708,57,60,99,589374,31344,14883,17968,6784,4718,806,668
4709,66,75,96,10279,4383,2995,1296,2162,1482,675,545
4710,66,75,85,10279,4383,2995,1296,2162,1482,675,545
4711,78,69,82,14261,941,839,686,695,2378,644,503
4712,78,69,36,14261,941,839,686,695,2378,644,503
4713,75,67,-86,5554,4668,3510,3800,3946,2347,1008,667
4714,75,67,105,5554,4668,3510,3800,3946,2347,1008,667
4715,66,56,105,355886,35139,8711,1906,1916,1207,764,978
4716,66,56,68,355886,35139,8711,1906,1916,1207,764,978
4717,66,67,107,1897,949,4485,3219,2995,1408,1092,803
4718,66,67,51,1897,949,4485,3219,2995,1408,1092,803
4719,54,67,64,3382,1540,763,872,1604,719,1236,950
4720,54,67,71,3382,1540,763,872,1604,719,1236,950
4721,54,69,61,1009,1646,1886,1466,1604,902,523,1065
4722,54,69,41,1009,1646,1886,1466,1604,902,523,1065
4723,80,74,96,5207,1049,695,1222,1295,1885,616,988
4724,80,74,73,5207,1049,695,1222,1295,1885,616,988
4725,81,67,83,555,1425,419,2549,1224,906,280,812
4726,91,60,55,718,1770,179,779,1009,2521,527,1098
4727,91,60,97,718,1770,179,779,1009,2521,527,1098
4728,78,53,-9,141833,41175,16734,5124,5726,2268,1809,948
4729,78,53,138,141833,41175,16734,5124,5726,2268,1809,948
4730,54,34,85,651745,58248,1579,1872,2766,2087,2589,1194
4731,54,34,65,651745,58248,1579,1872,2766,2087,2589,1194
4732,60,30,66,880,1747,678,3057,1849,1977,903,681
4733,60,30,52,880,1747,678,3057,1849,1977,903,681
4734,50,40,134,2092,1808,931,619,1070,895,1110,504
4735,50,40,27,2092,1808,931,619,1070,895,1110,504
4736,63,43,103,2554,3045,2691,954,2203,1404,630,1169
4737,63,43,87,2554,3045,2691,954,2203,1404,630,1169
4738,64,66,92,16563,23135,9604,5000,4824,1731,939,926
4739,64,66,114,16563,23135,9604,5000,4824,1731,939,926
4740,66,57,66,10795,3234,657,1886,1687,2388,999,1389
4741,66,57,68,10795,3234,657,1886,1687,2388,999,1389
4742,61,54,26,2897,7821,2948,836,3737,1608,706,661
